Crisis ID,Type of Community Crisis,What,Where,When,How,Severity,Duration
4919,Labor Strike,worker protest,"3790 Stephen Street Apt. 683, Austinberg, HI 62361",21-05-2023 07:03,labor dispute,high,within 12 hours
4920,Civil War,conflict,"680 Ford Underpass, Matthewton, MT 69536",01-10-2023 08:09,insurgency,very low,within 12 hours
4921,Labor Strike,strike,"49100 Davis Neck Suite 696, West Lindseymouth, MH 53093",10-09-2021 19:17,worker protest,high,within 18 hours
4922,Civil War,conflict,"88609 Wilson Forges Apt. 163, North Mark, MH 69295",04-02-2020 12:54,conflict,high,within 12 hours
4923,Crime Spree,crime spree,"8895 Brianna Port Apt. 200, North James, MA 32569",03-03-2020 17:14,crime wave,moderate,within 18 hours
4924,Civil War,insurgency,"2578 Carrie Wall, East Aprilton, CA 14574",08-07-2020 00:27,conflict,high,within 36 hours
4925,Protest,protest,"7913 Ryan Highway Apt. 144, East Steven, AK 92506",14-04-2023 07:52,protest,low,within 36 hours
4926,Crime Spree,criminal outbreak,"9787 Stone Shoals, Shafferborough, NV 61160",09-03-2024 08:05,criminal outbreak,very high,within 18 hours
4927,Crime Spree,crime spree,"007 Bennett Mill Apt. 639, West Patrick, PR 95858",26-11-2020 13:23,crime wave,very low,within 36 hours
4928,Terrorist Attack,bombing,"7043 Espinoza Crescent, New Arielstad, IN 76831",18-12-2021 18:21,hostage crisis,low,within 48 hours
4929,Crime Spree,criminal outbreak,"9788 Sherry Throughway Apt. 438, Port Jonathan, AL 03753",09-09-2023 12:55,criminal outbreak,high,within 18 hours
4930,Civil War,civil war,"84377 Ann Ramp Apt. 093, East Omar, TN 21789",06-09-2022 01:57,warfare,high,within 24 hours
4931,Civil War,armed conflict,"2317 Rachael Manor Suite 184, Rojasmouth, MD 23943",22-01-2021 18:47,civil war,moderate,within 12 hours
4932,Environmental Hazard,toxic contamination,"USNS Brown, FPO AA 64458",15-07-2022 01:15,environmental disaster,very high,within 36 hours
4933,Civil War,insurgency,"28495 Amanda Fields, East Alice, WI 18080",05-10-2021 16:16,warfare,high,within 18 hours
4934,Terrorist Attack,bombing,"31708 Nichole Ramp Apt. 243, West Tylerport, TX 86284",09-01-2024 00:06,terrorist attack,very low,within 36 hours
4935,Riot,riot,"1086 Jeremy Dale Suite 749, Lake Aaronville, FL 97349",12-12-2022 20:13,disturbance,very high,within 24 hours
4936,Civil War,conflict,"0163 Walker Key, North Donnamouth, MD 31009",18-02-2020 05:16,armed conflict,moderate,within 12 hours
4937,Riot,disturbance,"Unit 9950 Box 5120, DPO AE 61570",09-11-2023 14:47,uprising,moderate,within 18 hours
4938,Protest,protest,"1876 Grace Spur Apt. 177, Victoriatown, WY 06631",24-09-2021 14:34,protest,high,within 24 hours
4939,Environmental Hazard,ecological threat,"PSC 6665, Box 4619, APO AE 11027",19-01-2022 19:42,environmental hazard,very low,within 18 hours
4940,Terrorist Attack,hostage crisis,"637 Hughes Corner Suite 181, Staceyburgh, SD 68665",22-10-2023 06:02,bombing,moderate,within 6 hours
4941,Public Health Emergency,public health emergency,"81414 Alexander Summit, Rodgersview, SD 17347",26-11-2020 18:29,public health emergency,moderate,within 18 hours
4942,Public Health Emergency,public health emergency,"2433 Alexandra Mountain Suite 092, North Dawn, OR 77304",08-10-2023 15:12,public health emergency,moderate,within 48 hours
4943,Civil War,warfare,"Unit 4336 Box 1870, DPO AP 80776",05-03-2022 14:47,conflict,very low,within 36 hours
4944,Terrorist Attack,terrorist attack,"016 Bryan Ports, West Sandratown, NC 30797",10-05-2020 17:42,hostage crisis,moderate,within 18 hours
4945,Environmental Hazard,pollution,"556 Guzman Plaza, Oconnellburgh, PA 54016",11-08-2020 18:22,environmental hazard,very high,within 48 hours
4946,Labor Strike,labor strike,"6483 Joanne Orchard Suite 049, West Elizabethmouth, MT 33555",12-06-2022 06:54,labor strike,low,within 48 hours
4947,Public Health Emergency,health crisis,"5525 Parker Skyway, East Steven, FL 58389",13-05-2023 16:10,pandemic,very high,within 24 hours
4948,Terrorist Attack,terrorist attack,"9203 Antonio Plains Suite 824, North Johnstad, VA 57741",15-10-2021 13:26,terrorist attack,moderate,within 36 hours
4949,Environmental Hazard,pollution,"45021 Woodard Ways, Louisburgh, PA 40385",20-02-2022 02:54,ecological threat,high,within 6 hours
4950,Terrorist Attack,armed assault,"72592 Monique Centers, Murrayton, CA 26342",16-03-2021 15:51,terrorist attack,moderate,within 36 hours
4951,Terrorist Attack,terrorist attack,"Unit 6332 Box 3145, DPO AP 02109",05-02-2024 05:16,terrorism,very high,within 36 hours
4952,Public Health Emergency,health crisis,"41012 Diaz Dam Apt. 801, Lake Dominiquestad, TN 76571",01-08-2020 04:02,epidemic,very high,within 36 hours
4953,Public Health Emergency,outbreak,"96536 Christopher Ridges Suite 869, New Hannah, CT 98403",18-09-2020 04:09,epidemic,very low,within 24 hours
4954,Public Health Emergency,epidemic,"6086 Greg Lodge Apt. 314, Harmonport, NC 16100",10-02-2020 11:23,outbreak,low,within 48 hours
4955,Labor Strike,strike,"4172 Calhoun Grove, East Ashleyburgh, WV 10800",23-03-2023 15:50,industrial action,very high,within 48 hours
4956,Labor Strike,labor dispute,"2029 Willis Green Apt. 016, West Kathrynton, AS 49186",02-04-2023 16:40,labor dispute,very high,within 18 hours
4957,Crime Spree,crime wave,"9222 Kim Shoal Suite 111, West Sheila, ND 99810",08-05-2022 06:43,criminal activity,very high,within 24 hours
4958,Terrorist Attack,bombing,"107 Jonathan Glen Suite 253, Port Emily, FL 56444",19-10-2023 14:32,terrorism,low,within 12 hours
4959,Riot,uprising,"54867 Patton Overpass, North Mitchell, FM 32384",02-09-2023 05:21,civil unrest,very low,within 12 hours
4960,Riot,violent protest,"5567 Joel River Suite 610, Teresaland, WA 87725",27-12-2021 17:04,disturbance,very low,within 48 hours
4961,Riot,riot,"6142 Vasquez Island, Bensonbury, HI 03350",23-05-2022 01:28,violent protest,very high,within 48 hours
4962,Terrorist Attack,terrorist attack,"964 Jennifer Heights Apt. 337, New Tonifurt, HI 64014",28-02-2023 13:08,bombing,low,within 18 hours
4963,Public Health Emergency,health crisis,"027 Mann Ports Suite 449, Garyfort, ID 57391",01-01-2022 01:42,pandemic,low,within 18 hours
4964,Protest,strike,"0645 Tami Island Apt. 400, South Marchaven, IA 07892",12-11-2021 04:21,strike,very high,within 6 hours
4965,Public Health Emergency,pandemic,"121 Laura Canyon Suite 863, Jesseport, OR 48295",23-12-2021 00:42,pandemic,low,within 12 hours
4966,Labor Strike,strike,"590 Richardson Circles, Katherineshire, UT 42921",11-02-2020 10:31,labor strike,very high,within 18 hours
4967,Public Health Emergency,outbreak,"24002 Ashley Lodge Apt. 342, Hahnfort, WI 09869",27-10-2023 02:53,pandemic,very high,within 12 hours
4968,Environmental Hazard,pollution,"612 Patrick Motorway Suite 546, Holdenmouth, ME 59561",06-02-2024 11:41,pollution,low,within 18 hours
4969,Environmental Hazard,toxic contamination,"281 Theresa Drives Apt. 045, Vazquezburgh, LA 28033",13-03-2022 21:38,ecological threat,low,within 24 hours
4970,Civil War,insurgency,"3424 Laura Ville, West Waynetown, UT 86158",31-01-2022 06:08,insurgency,very low,within 6 hours
4971,Protest,rally,"39927 Mary Estates Suite 424, Rachelton, NH 46640",23-06-2023 22:14,protest,low,within 6 hours
4972,Crime Spree,lawlessness,"PSC 8520, Box 3120, APO AP 02096",02-11-2022 22:51,criminal activity,high,within 18 hours
4973,Labor Strike,industrial action,"PSC 1732, Box 6319, APO AP 55755",02-06-2022 13:18,labor strike,high,within 24 hours
4974,Terrorist Attack,terrorism,"1582 Rita Street Apt. 241, Lindaside, FL 26315",12-07-2023 10:46,terrorist attack,very high,within 36 hours
4975,Civil War,warfare,"49220 Abbott Roads Suite 313, South Krista, UT 37599",30-12-2020 13:49,insurgency,low,within 18 hours
4976,Civil War,warfare,"73797 Ethan Roads Apt. 211, Michelleshire, ID 55423",01-12-2022 01:42,warfare,very low,within 24 hours
4977,Environmental Hazard,environmental disaster,"598 Kelli Walks, New Amanda, WY 03241",06-05-2020 19:06,toxic contamination,very high,within 12 hours
4978,Public Health Emergency,health crisis,"0921 Perez Key, South Rebeccaborough, MT 92577",10-05-2022 17:29,public health emergency,very high,within 12 hours
4979,Crime Spree,criminal activity,"92814 Thomas Summit Apt. 362, Sarahburgh, PR 51384",22-03-2023 08:21,lawlessness,high,within 12 hours
4980,Public Health Emergency,outbreak,"USNV Perry, FPO AP 74966",19-09-2023 21:31,health crisis,very low,within 6 hours
4981,Environmental Hazard,ecological threat,"314 Amanda Views, Lake Jasmineview, HI 51693",25-06-2021 16:40,environmental hazard,very high,within 36 hours
4982,Labor Strike,worker protest,"3916 Robinson Drives Suite 058, Lake Catherine, MN 55762",04-01-2023 08:58,worker protest,very low,within 12 hours
4983,Crime Spree,lawlessness,"66465 Gina Passage Apt. 004, Burtonville, DC 67271",17-11-2021 13:03,criminal activity,very high,within 6 hours
4984,Civil War,insurgency,"1600 Lawrence Fords, East Bradley, ME 62084",23-11-2021 22:24,armed conflict,moderate,within 6 hours
4985,Crime Spree,crime wave,"994 Smith Mills Apt. 985, New Johnton, MN 54452",16-07-2021 19:24,crime spree,high,within 18 hours
4986,Public Health Emergency,health crisis,"6065 Jill Expressway Apt. 316, West Kennethfort, SD 03115",18-07-2020 00:27,epidemic,high,within 48 hours
4987,Public Health Emergency,pandemic,"17478 Jeffery Divide, Martinmouth, UT 65846",19-06-2020 15:36,health crisis,very high,within 36 hours
4988,Riot,civil unrest,"USNV Jones, FPO AA 99533",14-02-2023 12:18,uprising,low,within 24 hours
4989,Riot,riot,"670 Gonzales Field Suite 894, Jamesfort, WI 44908",05-11-2022 13:52,civil unrest,moderate,within 12 hours
4990,Terrorist Attack,terrorist attack,"03379 April Curve, Dickersonberg, WV 24865",22-09-2023 11:22,bombing,very high,within 36 hours
4991,Environmental Hazard,environmental disaster,"Unit 7858 Box 6945, DPO AE 91386",26-02-2021 04:57,pollution,high,within 24 hours
4992,Crime Spree,criminal outbreak,"17637 Luis Coves, Vanessaport, PR 76331",13-11-2023 17:05,criminal outbreak,low,within 48 hours
4993,Labor Strike,strike,"13222 Chris Coves, Wilkersonberg, PR 14425",11-12-2020 06:12,labor strike,very high,within 6 hours
4994,Public Health Emergency,pandemic,"5140 Kelly Island Apt. 153, Brentville, IL 05506",12-11-2022 15:17,epidemic,high,within 24 hours
4995,Environmental Hazard,pollution,"0852 Dana Curve Apt. 313, West Kaylafort, NJ 49284",21-11-2021 21:15,pollution,very high,within 18 hours
4996,Labor Strike,worker protest,"24574 Lewis Mountain, Emilybury, PW 69368",13-05-2020 02:19,labor dispute,low,within 24 hours
4997,Public Health Emergency,health crisis,"Unit 2905 Box 7064, DPO AA 14590",28-12-2021 00:51,outbreak,very high,within 6 hours
4998,Public Health Emergency,outbreak,"8093 Young Ridges Suite 516, South Mason, MT 57705",31-08-2021 00:19,public health emergency,low,within 18 hours
4999,Labor Strike,strike,"5322 Brian Ranch, South Hollyberg, FM 34556",16-07-2023 04:56,labor dispute,very low,within 6 hours
5000,Riot,uprising,"02768 Coleman Prairie, Hobbsstad, NC 22341",18-01-2020 13:41,uprising,moderate,within 36 hours
5001,Labor Strike,labor dispute,"8197 Hurley Mountains, Sarahport, SD 61963",17-05-2020 00:35,labor dispute,high,within 6 hours
5002,Terrorist Attack,terrorist attack,"PSC 6801, Box 0336, APO AE 87571",20-08-2022 06:05,terrorist attack,moderate,within 36 hours
5003,Crime Spree,crime wave,"145 Steve Hills Apt. 818, Joelhaven, TX 18758",20-06-2021 00:18,crime spree,low,within 12 hours
5004,Environmental Hazard,toxic contamination,"9675 Patel Row, Reynoldsshire, WI 09377",10-10-2023 22:54,pollution,very high,within 36 hours
5005,Crime Spree,criminal activity,"64160 Robert Loop, Port Benjamin, OK 27777",29-08-2023 22:29,lawlessness,moderate,within 12 hours
5006,Civil War,warfare,"4879 Joseph Club, Jasonton, AS 16197",01-10-2020 00:05,warfare,high,within 12 hours
5007,Terrorist Attack,armed assault,"846 Carroll Islands, New Calebmouth, MN 93550",16-07-2023 03:52,hostage crisis,very low,within 6 hours
5008,Terrorist Attack,bombing,"52034 Powell Pines, Medinastad, NJ 82344",03-09-2023 12:58,bombing,very low,within 18 hours
5009,Public Health Emergency,pandemic,"136 Russell Light, Matthewton, KS 10379",28-02-2021 16:47,epidemic,very high,within 48 hours
5010,Civil War,insurgency,"30591 Brown Harbors Apt. 195, Bethton, MH 55700",11-05-2021 13:11,civil war,very high,within 18 hours
5011,Crime Spree,crime spree,"30478 Thomas Roads, Lake Jeffreymouth, FL 22633",26-01-2020 02:36,criminal activity,very low,within 36 hours
5012,Civil War,warfare,"23880 Miller Ridge Suite 086, Port Elizabethside, AL 22052",16-09-2021 13:56,warfare,very high,within 6 hours
5013,Protest,rally,"1757 Martin Manor, South Amanda, FL 72208",21-07-2022 18:47,protest,very high,within 18 hours
5014,Environmental Hazard,pollution,"8725 Michael Dale Suite 071, Matthewside, TX 71427",29-07-2022 23:28,environmental disaster,low,within 48 hours
5015,Terrorist Attack,armed assault,"7606 Avery Fields Suite 874, New Mariabury, MN 08761",14-02-2020 11:41,terrorism,very low,within 6 hours
5016,Public Health Emergency,public health emergency,"01888 Sutton Well, West Valerie, TX 56128",27-02-2020 15:36,health crisis,very high,within 12 hours
5017,Public Health Emergency,epidemic,"39589 Charles Forges, Jonesstad, WY 47787",22-09-2022 02:50,pandemic,high,within 6 hours
5018,Public Health Emergency,health crisis,"57558 Mary Road, Victorborough, NY 60917",16-08-2021 04:23,public health emergency,very low,within 24 hours
5019,Public Health Emergency,pandemic,"00917 Church Cliffs Apt. 573, West Johnmouth, AS 84674",09-03-2021 01:55,pandemic,very high,within 24 hours
5020,Environmental Hazard,ecological threat,"370 Laura Crescent, East Marissa, SD 50429",04-08-2021 19:31,environmental hazard,moderate,within 6 hours
5021,Public Health Emergency,pandemic,"66501 Kim Throughway, Rileyville, WA 69448",30-12-2022 08:27,epidemic,very high,within 6 hours
5022,Crime Spree,criminal activity,"922 Brenda Greens, Port Jaclyn, MS 74759",30-10-2023 16:23,criminal activity,very low,within 12 hours
5023,Civil War,warfare,"59167 Todd Prairie Apt. 304, Stanleyport, GU 22400",07-02-2020 20:47,insurgency,high,within 24 hours
5024,Public Health Emergency,public health emergency,"49220 Thomas Estate, Lake Mistyfort, ME 43695",15-12-2022 01:46,outbreak,very high,within 24 hours
5025,Riot,uprising,"987 Molina Inlet, New Sarahburgh, UT 71948",02-01-2023 04:04,riot,very high,within 18 hours
5026,Labor Strike,industrial action,"838 Gary Port Suite 949, Goodmanstad, MP 65428",14-09-2021 23:03,strike,very high,within 6 hours
5027,Riot,disturbance,"769 Richardson Valleys, Lake Ryanshire, MI 46435",01-08-2021 14:15,riot,very high,within 18 hours
5028,Environmental Hazard,toxic contamination,"014 Williams View Suite 038, Lake Susanburgh, NH 43903",02-08-2022 14:16,environmental disaster,low,within 48 hours
5029,Protest,protest,"2546 Devin Shoals, West Timothyshire, TX 00768",13-03-2020 12:35,strike,low,within 12 hours
5030,Crime Spree,crime spree,"03064 Jo Plains, Lake Joshua, IL 33190",16-02-2023 03:35,crime spree,high,within 18 hours
5031,Terrorist Attack,armed assault,"449 Hannah Junction Apt. 705, Harrisberg, MH 10543",19-06-2021 00:04,bombing,moderate,within 36 hours
5032,Riot,disturbance,"2626 James Pike, Scottside, VA 68491",18-02-2022 00:46,violent protest,low,within 48 hours
5033,Public Health Emergency,public health emergency,"31173 Kayla Causeway, West Kathrynland, OR 77229",30-08-2020 15:21,public health emergency,high,within 36 hours
5034,Crime Spree,lawlessness,"5367 Schultz Ford, East Anita, CA 50660",16-04-2023 15:04,criminal activity,moderate,within 18 hours
5035,Environmental Hazard,environmental disaster,"PSC 3111, Box 0671, APO AP 13115",25-06-2022 18:30,environmental disaster,very low,within 36 hours
5036,Crime Spree,criminal outbreak,"606 Brittany Fords Apt. 744, Crystalfort, NC 88559",24-10-2021 00:42,criminal outbreak,moderate,within 18 hours
5037,Environmental Hazard,environmental disaster,"65729 Turner Parkways Suite 485, Coxland, IA 58845",21-07-2023 11:07,environmental disaster,high,within 36 hours
5038,Terrorist Attack,terrorist attack,"759 Paul Land Apt. 668, Jessicamouth, NM 80425",23-11-2022 20:55,hostage crisis,low,within 48 hours
5039,Terrorist Attack,bombing,"Unit 8512 Box 8503, DPO AA 47524",09-09-2023 09:43,armed assault,low,within 48 hours
5040,Public Health Emergency,public health emergency,"912 Micheal Camp, Ethanland, OR 92557",18-12-2023 23:54,outbreak,very high,within 18 hours
5041,Riot,disturbance,"09509 Davies Course Apt. 376, New Brianville, WY 62759",09-04-2021 22:18,uprising,high,within 36 hours
5042,Terrorist Attack,hostage crisis,"PSC 3201, Box 5222, APO AP 06566",07-11-2023 04:18,armed assault,high,within 6 hours
5043,Crime Spree,lawlessness,"827 King Crossroad, Joshuaberg, GA 24190",31-10-2023 13:42,crime wave,high,within 18 hours
5044,Riot,riot,"604 Tate Viaduct Suite 764, Alejandramouth, GU 68138",10-10-2022 07:49,uprising,low,within 48 hours
5045,Labor Strike,labor strike,"15314 Eileen Viaduct, Priscillatown, TN 68496",25-07-2021 00:46,labor dispute,very high,within 48 hours
5046,Crime Spree,criminal outbreak,"4670 Jesse Locks, Maryburgh, OK 31660",22-01-2021 05:09,criminal activity,very high,within 6 hours
5047,Environmental Hazard,environmental disaster,"23788 Jason Square, Mariaville, UT 39915",14-11-2022 03:00,pollution,moderate,within 6 hours
5048,Terrorist Attack,terrorism,"91542 Nelson Trace, Tiffanymouth, MN 60427",22-01-2023 10:16,hostage crisis,high,within 24 hours
