Crisis ID,Type of Scarcity Crisis,What,Where,When,How,Severity,Duration
5105,Food Scarcity,shortage of food,"105 Samantha Locks, Gateschester, NH 47177",30-11-2022 14:17:47,food scarcity,high,within 5 hours
5106,Medical Supplies Scarcity,medical supply shortage,"10362 King Cape Suite 268, Edwardsmouth, FL 96531",14-06-2022 02:47:16,medical supply shortage,low,within 9 hours
5107,Food Scarcity,food insecurity,"0645 Jeremy Falls, Scottburgh, AR 75910",13-02-2021 05:51:44,food insecurity,high,within 12 hours
5108,Medical Supplies Scarcity,lack of medicines,"446 Weber Valleys Apt. 398, Lake Jenniferfurt, NH 62773",22-01-2020 13:24:25,medical supplies scarcity,very high,within 72 hours
5109,Fuel Scarcity,fuel scarcity,"237 Ashley Lane Suite 022, East Ericmouth, DC 76547",11-11-2023 15:06:37,shortage of fuel,very low,within 12 hours
5110,Fuel Scarcity,petrol shortage,"45353 Erickson Camp, New James, RI 13827",30-07-2022 07:06:47,fuel supply disruption,moderate,within 12 hours
5111,Water Scarcity,water scarcity,"USCGC Duffy, FPO AA 33814",07-04-2022 20:26:34,lack of clean water,high,within 5 hours
5112,Food Scarcity,hunger crisis,"78933 Mark Ramp Apt. 791, Lake Jennifer, NY 30879",28-05-2021 19:09:19,famine,low,within 5 hours
5113,Fuel Scarcity,energy crisis,"5950 Cassandra Creek, Conradport, NH 16165",29-08-2020 17:34:48,shortage of fuel,very high,within 48 hours
5114,Food Scarcity,food scarcity,"310 Coleman Flats, East Kaylee, NC 43566",10-09-2023 22:32:14,food scarcity,very low,within 9 hours
5115,Fuel Scarcity,fuel scarcity,"2142 Garner Cliffs Suite 871, Amandashire, NE 72161",26-04-2021 06:32:40,shortage of fuel,very low,within 48 hours
5116,Food Scarcity,food insecurity,"352 Ball Key, West John, NH 84475",15-04-2020 17:19:40,hunger crisis,high,within 5 hours
5117,Food Scarcity,famine,"494 Allison Forest, East Richard, NH 66573",21-01-2022 12:43:39,famine,very low,within 24 hours
5118,Medical Supplies Scarcity,lack of medicines,"47732 Ochoa Point Apt. 564, Colefurt, NH 27783",15-11-2022 23:17:54,shortage of medical equipment,moderate,within 7 hours
5119,Food Scarcity,shortage of food,"36737 Kirk River Suite 467, Christinamouth, WA 57870",20-05-2020 06:19:56,food insecurity,moderate,within 7 hours
5120,Energy Scarcity,power outage,"48786 Sandy Land, Johnbury, UT 89883",30-07-2023 05:39:36,power outage,moderate,within 48 hours
5121,Food Scarcity,famine,"88890 Cynthia Mills Suite 934, Josephtown, FL 84610",12-12-2023 10:18:07,food scarcity,very high,within 12 hours
5122,Energy Scarcity,energy crisis,"335 Fletcher Rapid Suite 883, East Moniqueborough, AZ 27574",19-07-2022 12:30:50,lack of electricity,low,within 18 hours
5123,Water Scarcity,shortage of water,"5075 Patricia Walks Suite 062, New Rebeccafort, AL 56537",20-12-2021 18:34:23,water scarcity,moderate,within 12 hours
5124,Food Scarcity,famine,"Unit 5649 Box 3551, DPO AP 48739",27-08-2022 20:33:11,food insecurity,very high,within 24 hours
5125,Energy Scarcity,energy scarcity,"1569 Cooper Orchard, Ramosbury, WA 15680",03-05-2022 17:56:25,power outage,high,within 12 hours
5126,Food Scarcity,food insecurity,"41604 Maria Ways, Davidborough, PW 25969",15-03-2023 02:46:51,famine,very high,within 12 hours
5127,Medical Supplies Scarcity,medical supply shortage,"5671 Betty Mountains, Hoodberg, NC 08553",07-10-2022 15:40:03,shortage of medical equipment,very high,within 18 hours
5128,Energy Scarcity,lack of electricity,"99286 Flores Trafficway Apt. 485, Port Sarah, MT 32333",19-07-2022 12:01:38,shortage of energy,high,within 12 hours
5129,Energy Scarcity,shortage of energy,"54853 Dwayne Harbor, Williamtown, SC 61318",06-02-2024 10:49:10,energy scarcity,moderate,within 48 hours
5130,Water Scarcity,water crisis,"29528 Hickman Expressway Suite 950, Marieton, PA 23425",11-01-2022 20:41:08,water scarcity,high,within 7 hours
5131,Energy Scarcity,shortage of energy,"967 Veronica Manors, Hernandezfort, CO 24129",01-05-2020 07:32:26,energy scarcity,moderate,within 18 hours
5132,Energy Scarcity,energy scarcity,"7036 Ruben Way Apt. 056, Haasport, CO 35804",12-03-2021 06:39:43,shortage of energy,high,within 24 hours
5133,Fuel Scarcity,fuel supply disruption,"48277 Sue Squares Suite 692, Popeview, MH 28046",31-05-2022 20:19:17,fuel scarcity,low,within 7 hours
5134,Water Scarcity,water scarcity,"05322 Bush Walk, Mooreberg, PW 45382",23-06-2020 09:12:43,lack of clean water,low,within 18 hours
5135,Fuel Scarcity,energy crisis,"033 Amanda Islands, East Dominiqueview, KS 97724",15-08-2020 23:04:35,shortage of fuel,low,within 9 hours
5136,Energy Scarcity,shortage of energy,"5405 Smith Fork, Lake Michael, ME 41564",13-02-2022 20:28:54,power outage,high,within 18 hours
5137,Fuel Scarcity,shortage of fuel,"38742 Matthew Roads, Johnsonville, MT 43882",17-01-2024 20:19:55,fuel supply disruption,very high,within 18 hours
5138,Energy Scarcity,energy scarcity,"Unit 4152 Box 8323, DPO AA 22230",30-03-2021 10:47:46,lack of electricity,very high,within 9 hours
5139,Fuel Scarcity,fuel scarcity,"38148 Fleming Light Suite 109, South Frankfurt, IL 37899",19-06-2021 16:32:40,energy crisis,very low,within 18 hours
5140,Water Scarcity,lack of clean water,"904 Anna Green Suite 283, Cabreraport, AS 24946",15-02-2022 16:32:05,water crisis,moderate,within 18 hours
5141,Fuel Scarcity,shortage of fuel,"Unit 0894 Box 0705, DPO AA 18165",04-03-2020 19:40:57,fuel scarcity,low,within 5 hours
5142,Medical Supplies Scarcity,medical supply shortage,"711 Robin Village Apt. 220, New Lindseyberg, ND 23907",02-11-2021 17:20:19,medical supply shortage,very low,within 48 hours
5143,Energy Scarcity,energy scarcity,"99423 Keith Well, South Robertstad, NH 49849",12-07-2022 23:12:44,power outage,very low,within 48 hours
5144,Fuel Scarcity,shortage of fuel,"74369 Lindsey Island, South Brookehaven, PA 90256",26-01-2024 18:21:20,fuel supply disruption,moderate,within 72 hours
5145,Food Scarcity,food insecurity,"143 Renee Bypass Apt. 794, Ashleyton, ME 30884",11-09-2023 15:06:43,famine,low,within 18 hours
5146,Water Scarcity,lack of clean water,"1704 Maria Plains Suite 790, East Jessica, GA 84860",07-11-2021 07:54:05,drought,high,within 48 hours
5147,Fuel Scarcity,shortage of fuel,"025 White Spur Apt. 119, Markmouth, KS 21377",07-06-2022 04:13:59,fuel scarcity,very high,within 12 hours
5148,Fuel Scarcity,fuel supply disruption,"92782 Thomas Forks Suite 164, West Michael, PA 55806",09-10-2023 09:03:44,energy crisis,very high,within 72 hours
5149,Energy Scarcity,lack of electricity,"68103 Decker Parks, Sarahport, MP 45226",25-03-2020 14:54:12,shortage of energy,very high,within 5 hours
5150,Fuel Scarcity,fuel supply disruption,"51666 Lori Mission, Lake Christinetown, OH 76443",10-01-2022 22:43:28,energy crisis,moderate,within 24 hours
5151,Water Scarcity,water crisis,"880 Jones Well Apt. 681, Jenniferfurt, FM 58788",28-11-2023 05:57:27,lack of clean water,very low,within 12 hours
5152,Water Scarcity,water crisis,"74725 Lawrence Creek Apt. 215, South Amanda, ND 96563",20-03-2020 16:10:02,drought,very high,within 18 hours
5153,Energy Scarcity,lack of electricity,"484 Benjamin Lake, North Janet, AL 98960",17-03-2023 16:32:31,shortage of energy,low,within 72 hours
5154,Medical Supplies Scarcity,medical supplies scarcity,"8994 Ryan Parkways Suite 459, Douglaschester, NC 23471",29-09-2021 04:45:45,healthcare crisis,very high,within 5 hours
5155,Medical Supplies Scarcity,medical supply shortage,"Unit 8086 Box 8342, DPO AE 41791",18-02-2021 08:49:05,medical supplies scarcity,low,within 5 hours
5156,Energy Scarcity,energy scarcity,"4580 Mary Lane, Haydenfort, RI 11039",19-04-2021 04:41:57,energy crisis,high,within 18 hours
5157,Energy Scarcity,power outage,"USNS Wilkinson, FPO AE 31345",01-07-2023 22:31:56,shortage of energy,very high,within 48 hours
5158,Water Scarcity,drought,"Unit 5831 Box 0858, DPO AE 93547",14-11-2021 20:00:20,water crisis,moderate,within 72 hours
5159,Fuel Scarcity,fuel supply disruption,"7413 Shelton Ranch, Woodview, AR 89359",13-09-2023 07:46:19,shortage of fuel,low,within 18 hours
5160,Fuel Scarcity,fuel scarcity,"1416 Mary Street Apt. 481, East Michael, IA 96491",29-02-2020 15:37:57,fuel supply disruption,moderate,within 18 hours
5161,Energy Scarcity,energy scarcity,"Unit 4763 Box 5387, DPO AA 60794",02-11-2020 08:26:23,lack of electricity,very high,within 48 hours
5162,Water Scarcity,shortage of water,"3285 Fernandez Inlet, New Jessica, AL 03564",07-04-2021 08:34:45,drought,low,within 18 hours
5163,Food Scarcity,hunger crisis,"485 Kristin Hollow Suite 337, Juarezview, GU 02838",12-03-2020 15:40:08,hunger crisis,very high,within 72 hours
5164,Fuel Scarcity,shortage of fuel,"5405 Ryan Mill Suite 939, Port Carlatown, WV 00992",17-10-2020 05:01:20,energy crisis,low,within 12 hours
5165,Medical Supplies Scarcity,medical supplies scarcity,"385 Meadows Crest Suite 690, North Katieburgh, MH 34779",03-03-2023 19:45:43,medical supplies scarcity,low,within 18 hours
5166,Fuel Scarcity,fuel supply disruption,"26734 Simpson Motorway Apt. 609, Whiteville, TN 61240",31-10-2021 22:47:36,petrol shortage,low,within 18 hours
5167,Water Scarcity,water crisis,"71395 Nicholas Spur Apt. 207, Shanemouth, CT 10481",24-09-2020 14:12:08,shortage of water,high,within 24 hours
5168,Water Scarcity,shortage of water,"923 Fields Ramp Apt. 095, Dianeland, PR 26175",16-05-2021 03:07:52,shortage of water,very low,within 12 hours
5169,Medical Supplies Scarcity,shortage of medical equipment,"8221 Fowler Throughway Suite 747, Diaztown, SC 52298",28-12-2023 13:24:30,medical supplies scarcity,high,within 24 hours
5170,Fuel Scarcity,fuel scarcity,"1900 David Dam, West Thomas, UT 16762",09-06-2022 10:47:54,fuel supply disruption,very high,within 12 hours
5171,Fuel Scarcity,shortage of fuel,"3523 Lam Plaza, South Jessica, CA 29316",07-06-2022 11:46:42,shortage of fuel,low,within 5 hours
5172,Food Scarcity,food insecurity,"4795 Johnny Springs, Port Eduardotown, ME 53250",12-05-2021 18:21:13,hunger crisis,very high,within 72 hours
5173,Energy Scarcity,energy scarcity,"3761 Ashley Freeway, Lake Daniel, MD 68823",15-12-2023 00:42:47,energy scarcity,low,within 12 hours
5174,Food Scarcity,food insecurity,"3991 Oconnor Trace, Schwartzland, IN 64426",03-11-2022 12:05:47,shortage of food,high,within 72 hours
5175,Fuel Scarcity,fuel scarcity,"92414 Savannah Flat Suite 499, New Davidland, MH 32990",25-06-2020 16:46:34,energy crisis,low,within 5 hours
5176,Water Scarcity,water scarcity,"251 Pineda Glens, Millerside, WY 13974",09-02-2022 02:06:50,water scarcity,high,within 72 hours
5177,Fuel Scarcity,fuel scarcity,"25155 Jessica Branch, Margaretberg, DC 34456",02-12-2021 15:44:46,shortage of fuel,very high,within 5 hours
5178,Medical Supplies Scarcity,healthcare crisis,"28055 Alexis Pines, West Virginia, UT 58135",23-04-2021 21:35:55,healthcare crisis,low,within 72 hours
5179,Water Scarcity,water crisis,"0599 Michael Gateway, Sarahchester, IL 89801",11-11-2021 01:16:30,drought,very low,within 7 hours
5180,Energy Scarcity,power outage,"274 Joe Way Apt. 350, West Brandimouth, CO 95927",25-02-2024 06:14:30,lack of electricity,very high,within 24 hours
5181,Medical Supplies Scarcity,shortage of medical equipment,"047 Derek Plain Suite 287, New Pamelaview, MN 82940",03-12-2021 08:09:19,medical supply shortage,very low,within 12 hours
5182,Energy Scarcity,power outage,"088 Larson Center Suite 215, Francishaven, MD 55405",20-11-2022 18:04:02,power outage,very low,within 12 hours
5183,Food Scarcity,hunger crisis,"4102 Walsh Neck, Kimchester, FM 46559",16-09-2020 22:18:55,shortage of food,very low,within 24 hours
5184,Water Scarcity,shortage of water,"809 Mark Crest, North Rodneyland, RI 28953",30-04-2020 23:17:02,drought,very low,within 7 hours
5185,Medical Supplies Scarcity,medical supply shortage,"73097 Cross Park, Port Bryan, WY 51590",24-10-2022 07:12:48,medical supply shortage,low,within 72 hours
5186,Medical Supplies Scarcity,shortage of medical equipment,"22222 Gilbert Route Apt. 029, Williamsshire, VI 05096",17-11-2023 13:46:20,shortage of medical equipment,very high,within 9 hours
5187,Fuel Scarcity,fuel supply disruption,"76815 Elizabeth Mount, Stevenport, OR 22478",31-10-2020 09:39:14,fuel scarcity,very low,within 18 hours
5188,Medical Supplies Scarcity,healthcare crisis,"655 Todd Spur Apt. 501, South Amanda, MI 99808",04-03-2020 09:54:17,shortage of medical equipment,very low,within 18 hours
5189,Medical Supplies Scarcity,medical supplies scarcity,"837 Brett Hollow, Port Cindy, CA 58925",09-06-2022 07:55:41,medical supply shortage,very low,within 24 hours
5190,Water Scarcity,water scarcity,"55117 Nicholas Union Apt. 254, West Allison, WA 65542",26-05-2023 06:28:18,drought,moderate,within 72 hours
5191,Energy Scarcity,energy scarcity,"0848 Evans Estates Suite 323, East Elizabeth, IL 52387",30-06-2021 01:48:51,shortage of energy,moderate,within 9 hours
5192,Energy Scarcity,shortage of energy,"PSC 6014, Box 7324, APO AP 41552",05-03-2022 23:02:19,energy scarcity,very high,within 48 hours
5193,Medical Supplies Scarcity,lack of medicines,"685 Sarah Green, Lake Jimmy, KY 86253",03-10-2021 18:08:51,medical supplies scarcity,high,within 72 hours
5194,Medical Supplies Scarcity,lack of medicines,"1024 Cheryl Land, Burketon, LA 59509",20-09-2020 16:38:48,lack of medicines,high,within 9 hours
5195,Fuel Scarcity,fuel scarcity,"66139 Victoria Courts, Shawbury, VA 12421",08-10-2022 19:08:12,petrol shortage,low,within 48 hours
5196,Medical Supplies Scarcity,lack of medicines,"8160 Smith Extension, Lake Christinebury, GU 25301",07-02-2021 16:50:37,medical supply shortage,low,within 18 hours
5197,Fuel Scarcity,petrol shortage,"1818 Sandoval Landing, Buchananchester, CO 15664",30-05-2023 07:24:40,petrol shortage,very high,within 5 hours
5198,Medical Supplies Scarcity,shortage of medical equipment,"020 Booth Bypass, Tonyastad, DE 17937",17-02-2024 00:50:52,healthcare crisis,low,within 9 hours
5199,Water Scarcity,water scarcity,"495 Harper Greens, East Arthur, FM 33324",24-09-2023 10:18:13,drought,low,within 18 hours
5200,Medical Supplies Scarcity,medical supply shortage,"91789 Joann Ferry, Mullinsberg, PW 29211",19-10-2023 18:55:07,medical supply shortage,high,within 7 hours
5201,Water Scarcity,water scarcity,"PSC 0244, Box 9831, APO AE 94033",19-05-2023 22:46:12,shortage of water,high,within 7 hours
5202,Fuel Scarcity,fuel supply disruption,"4755 David Crescent, Bellfurt, WY 12841",17-09-2022 03:34:06,fuel supply disruption,moderate,within 12 hours
5203,Water Scarcity,shortage of water,"5406 Case Park Suite 408, South Brandon, NJ 26108",21-08-2020 22:10:12,lack of clean water,low,within 9 hours
5204,Fuel Scarcity,shortage of fuel,"7607 Amy Radial Apt. 037, Royfurt, IN 12533",09-03-2022 04:43:15,energy crisis,moderate,within 72 hours
5205,Food Scarcity,hunger crisis,"7722 Fowler Cliff, West Rebecca, OK 42181",01-02-2024 05:49:15,famine,high,within 24 hours
5206,Medical Supplies Scarcity,healthcare crisis,"68852 Alexandra Mills Suite 454, Douglasberg, WA 37048",05-07-2023 15:07:59,medical supplies scarcity,very high,within 12 hours
5207,Energy Scarcity,energy scarcity,"069 Rachel Haven, Seanburgh, VT 37856",16-07-2022 19:05:46,shortage of energy,very low,within 9 hours
5208,Water Scarcity,water crisis,"021 Patricia Mountain Apt. 394, Port Karen, AK 93452",24-10-2022 07:43:48,water crisis,very high,within 7 hours
5209,Water Scarcity,shortage of water,"2450 Perez Brook, Lake Kristinaland, FM 99461",06-08-2021 09:05:57,water scarcity,moderate,within 24 hours
5210,Food Scarcity,food scarcity,"6376 Hernandez Garden, Fieldsborough, TX 59245",11-03-2024 01:07:13,hunger crisis,low,within 24 hours
5211,Food Scarcity,food scarcity,"7006 Kevin Bypass Apt. 827, East David, VI 00832",04-06-2022 01:13:19,food scarcity,very low,within 12 hours
5212,Fuel Scarcity,energy crisis,"5035 Nelson Crossroad, West Oliviaport, NE 05901",23-07-2022 21:08:01,shortage of fuel,very low,within 7 hours
5213,Medical Supplies Scarcity,shortage of medical equipment,"278 Mendez Spring, Blackstad, SD 21578",11-06-2022 06:56:41,medical supplies scarcity,high,within 24 hours
5214,Energy Scarcity,energy scarcity,"968 Barker Park, Brianview, SC 18605",25-07-2022 23:42:54,shortage of energy,very low,within 12 hours
5215,Food Scarcity,famine,"2349 Potter Ports, Mariaview, WY 35673",16-05-2023 18:28:41,shortage of food,high,within 9 hours
5216,Water Scarcity,drought,"7136 Jennifer Path, Port Stanleyhaven, UT 77900",05-06-2021 11:41:10,water scarcity,high,within 5 hours
5217,Energy Scarcity,energy crisis,"958 Morgan Inlet, Courtneyburgh, DE 99890",09-10-2021 20:32:04,lack of electricity,very high,within 48 hours
5218,Energy Scarcity,energy scarcity,"606 Taylor Creek Apt. 692, West Justinside, MS 60128",02-09-2021 08:35:52,energy crisis,very high,within 9 hours
5219,Fuel Scarcity,fuel scarcity,"53055 Martinez Coves, West Amandachester, MT 91669",08-01-2022 04:13:50,shortage of fuel,very low,within 18 hours
5220,Food Scarcity,food insecurity,"80796 Roberts Rest Apt. 207, Littleview, FM 37044",29-03-2024 07:59:08,hunger crisis,low,within 12 hours
5221,Energy Scarcity,lack of electricity,"765 Sanchez Highway, Lake Paulaside, IA 06964",03-10-2022 06:51:42,energy scarcity,high,within 48 hours
5222,Water Scarcity,water scarcity,"9869 Williams Burgs, Browntown, ND 25932",03-02-2022 03:52:58,water scarcity,very low,within 12 hours
5223,Medical Supplies Scarcity,lack of medicines,"75705 Shaw Pines Suite 097, Hendersonhaven, FL 38449",15-01-2024 06:20:00,medical supplies scarcity,moderate,within 48 hours
5224,Water Scarcity,drought,"2325 Snyder Trace, Burnettburgh, NY 62252",25-09-2023 14:28:41,drought,very low,within 24 hours
5225,Food Scarcity,hunger crisis,"7980 Thomas Forge Suite 806, Perryville, RI 70572",02-02-2024 00:01:30,food insecurity,low,within 9 hours
